3D	Y	SYM	Abbr=Yes
A	Y	SYM	Abbr=Yes
A.	Y	PROPN	Abbr=Yes
a	Y	NOUN	Abbr=Yes
á		X	Foreign=Yes Abbr=Yes
al		X	Foreign=Yes Abbr=Yes
al.		X	Foreign=Yes Abbr=Yes
AA	Y	SYM	Abbr=Yes
AB	Y	SYM	Abbr=Yes
ABC	Y	SYM	Abbr=Yes
ABS	Y	SYM	Abbr=Yes
AC	Y	SYM	Abbr=Yes
AG	Y	PROPN	Abbr=Yes
AGE	Y	PROPN	Abbr=Yes
AH	Y	PROPN	Abbr=Yes
AK	Y	PROPN	Abbr=Yes
AKE	Y	PROPN	Abbr=Yes
AL	Y	PROPN	Abbr=Yes
A.-L.	Y	PROPN	Abbr=Yes
ALH	Y	PROPN	Abbr=Yes
ANSI/IEEE		PROPN	Abbr=Yes
ANSI		PROPN	Abbr=Yes
ANSV	Y	PROPN	Abbr=Yes
AP		PROPN	Abbr=Yes
ARB	Y	PROPN	Abbr=Yes
ARPA	Y	PROPN	Abbr=Yes
AS	Y	PROPN	Abbr=Yes
ASK	Y	PROPN	Abbr=Yes
ASN	Y	PROPN	Abbr=Yes
ATL	Y	PROPN	Abbr=Yes
ATS	Y	PROPN	Abbr=Yes
AV	Y	PROPN	Abbr=Yes
A.W	Y	PROPN	Abbr=Yes
AVRO	Y	PROPN	Abbr=Yes
B	Y	SYM	Abbr=Yes
B.	Y	PROPN	Abbr=Yes
b	Y	SYM	Abbr=Yes
B4	Y	PROPN	Abbr=Yes
B92	Y	PROPN	Abbr=Yes
BB	Y	PROPN	Abbr=Yes
BBB	Y	PROPN	Abbr=Yes
BBC	Y	PROPN	Abbr=Yes
BC	Y	PROPN	Abbr=Yes
BDG	Y	PROPN	Abbr=Yes
BG	Y	PROPN	Abbr=Yes
BICO	Y	PROPN	Abbr=Yes
BK	Y	PROPN	Abbr=Yes
BMF	Y	PROPN	Abbr=Yes
BMG	Y	PROPN	Abbr=Yes
BMW	Y	PROPN	Abbr=Yes
BNP	Y	PROPN	Abbr=Yes
BNS	Y	PROPN	Abbr=Yes
BSE	Y	PROPN	Abbr=Yes
C	Y	SYM	Abbr=Yes
°C	Y	SYM	Abbr=Yes
C.	Y	SYM	Abbr=Yes
c	Y	SYM	Abbr=Yes
ç	Y	SYM	Abbr=Yes
ç·	Y	SYM	Abbr=Yes
ca	Y	X	Abbr=Yes
CC	Y	PROPN	Abbr=Yes
CD	Y	NOUN	Abbr=Yes
CDU	Y	PROPN	Abbr=Yes
CEN/ISS	Y	PROPN	Abbr=Yes
CFG	Y	PROPN	Abbr=Yes
CIA	Y	PROPN	Abbr=Yes
cl	Y	NOUN	Abbr=Yes
cm	Y	NOUN	Abbr=Yes
CMEM	Y	PROPN	Abbr=Yes
CMP	Y	PROPN	Abbr=Yes
CNN	Y	PROPN	Abbr=Yes
CO	Y	SYM	Abbr=Yes
Co	Y	NOUN	Abbr=Yes
CO2	Y	SYM	Abbr=Yes
CPU	Y	PROPN	Abbr=Yes
CQL	Y	PROPN	Abbr=Yes
C.S	Y	PROPN	Abbr=Yes
CSCL	Y	PROPN	Abbr=Yes
CSS	Y	PROPN	Abbr=Yes
CSU	Y	PROPN	Abbr=Yes
CX	Y	PROPN	Abbr=Yes
D	Y	SYM	Abbr=Yes
D.	Y	PROPN	Abbr=Yes
d	Y	SYM	Abbr=Yes
Da	Y	X	Abbr=Yes
DARPA	Y	PROPN	Abbr=Yes
DD	Y	PROPN	Abbr=Yes
DDR	Y	PROPN	Abbr=Yes
De	Y	PROPN	Abbr=Yes
de	Y	PROPN	Abbr=Yes
dengi	Y	X	Abbr=Yes
dets	Y	NOUN	Abbr=Yes
DHA	Y	PROPN	Abbr=Yes
DJ	Y	NOUN	Abbr=Yes
dl	Y	NOUN	Abbr=Yes
DMCA	Y	PROPN	Abbr=Yes
DNA	Y	NOUN	Abbr=Yes
DO	Y	PROPN	Abbr=Yes
DOC	Y	PROPN	Abbr=Yes
DOCG	Y	PROPN	Abbr=Yes
DPA	Y	PROPN	Abbr=Yes
Dr	Y	NOUN	Abbr=Yes
dr	Y	NOUN	Abbr=Yes
DRM	Y	PROPN	Abbr=Yes
DS	Y	PROPN	Abbr=Yes
DVD	Y	NOUN	Abbr=Yes
DVR	Y	NOUN	Abbr=Yes
E		SYM	Abbr=Yes
E.	Y	PROPN	Abbr=Yes
e	Y	CCONJ	Abbr=Yes
EAKL	Y	PROPN	Abbr=Yes
EAL	Y	PROPN	Abbr=Yes
EBRD	Y	PROPN	Abbr=Yes
ECP	Y	PROPN	Abbr=Yes
Ed	Y	X	Abbr=Yes
ed	Y	X	Abbr=Yes
EE	Y	PROPN	Abbr=Yes
ee	Y	SYM	Abbr=Yes
.ee	Y	SYM	Abbr=Yes
EEG	Y	PROPN	Abbr=Yes
EEK	Y	SYM	Abbr=Yes
EEPROM	Y	PROPN	Abbr=Yes
EFF	Y	PROPN	Abbr=Yes
EFTA	Y	PROPN	Abbr=Yes
EK	Y	PROPN	Abbr=Yes
E.K	Y	PROPN	Abbr=Yes
EKA	Y	PROPN	Abbr=Yes
EKG	Y	PROPN	Abbr=Yes
EKP	Y	PROPN	Abbr=Yes
eKr	Y	ADV	Abbr=Yes
e.Kr	Y	ADV	Abbr=Yes
EKS	Y	PROPN	Abbr=Yes
EL	Y	PROPN	Abbr=Yes
ELI	Y	PROPN	Abbr=Yes
ELU	Y	PROPN	Abbr=Yes
EM	Y	PROPN	Abbr=Yes
EMA	Y	PROPN	Abbr=Yes
e.m.a	Y	ADV	Abbr=Yes
E=mc2	Y	SYM	Abbr=Yes
EMI	Y	PROPN	Abbr=Yes
EMOR	Y	PROPN	Abbr=Yes
EMT	Y	PROPN	Abbr=Yes
en	Y	X	Abbr=Yes
ENSV	Y	PROPN	Abbr=Yes
EPA	Y	PROPN	Abbr=Yes
EPA-	Y	PROPN	Abbr=Yes
EPL	Y	PROPN	Abbr=Yes
EPMÜ	Y	PROPN	Abbr=Yes
ERA	Y	PROPN	Abbr=Yes
ERKF	Y	PROPN	Abbr=Yes
ERSO	Y	PROPN	Abbr=Yes
es	Y	X	Abbr=Yes
ESA	Y	PROPN	Abbr=Yes
Esto-TV	Y	PROPN	Abbr=Yes
ET	Y	PROPN	Abbr=Yes
ETA	Y	PROPN	Abbr=Yes
ETF	Y	PROPN	Abbr=Yes
ETKL	Y	PROPN	Abbr=Yes
eto	Y	X	Abbr=Yes
ETU	Y	PROPN	Abbr=Yes
ETV	Y	PROPN	Abbr=Yes
EU	Y	PROPN	Abbr=Yes
EuN	Y	PROPN	Abbr=Yes
EuNi	Y	PROPN	Abbr=Yes
EV	Y	PROPN	Abbr=Yes
EVEA	Y	PROPN	Abbr=Yes
EVP	Y	PROPN	Abbr=Yes
ex	Y	X	Abbr=Yes
EXPO	Y	PROPN	Abbr=Yes
F	Y	SYM	Abbr=Yes
F.	Y	PROPN	Abbr=Yes
f	Y	SYM	Abbr=Yes
F3	Y	SYM	Abbr=Yes
FAO	Y	PROPN	Abbr=Yes
FAPSI	Y	PROPN	Abbr=Yes
FAT16	Y	SYM	Abbr=Yes
FBI	Y	PROPN	Abbr=Yes
FC	Y	PROPN	Abbr=Yes
FDP	Y	PROPN	Abbr=Yes
ffrr	Y	PROPN	Abbr=Yes
FIE	Y	NOUN	Abbr=Yes
FIFA	Y	PROPN	Abbr=Yes
FIM	Y	SYM	Abbr=Yes
Fle3	Y	SYM	Abbr=Yes
FM	Y	PROPN	Abbr=Yes
FOX	Y	PROPN	Abbr=Yes
FU	Y	PROPN	Abbr=Yes
G.	Y	PROPN	Abbr=Yes
g	Y	NOUN	Abbr=Yes
g·	Y	NOUN	Abbr=Yes
G2	Y	PROPN	Abbr=Yes
GAG	Y	PROPN	Abbr=Yes
GB	Y	NOUN	Abbr=Yes
GC	Y	PROPN	Abbr=Yes
gh	Y	SYM	Abbr=Yes
g/kg	Y	ADV	Abbr=Yes
GM	Y	PROPN	Abbr=Yes
GM-CSF	Y	PROPN	Abbr=Yes
GPRS	Y	PROPN	Abbr=Yes
GPS	Y	PROPN	Abbr=Yes
GSM	Y	PROPN	Abbr=Yes
GT	Y	PROPN	Abbr=Yes
GTP	Y	PROPN	Abbr=Yes
GTS-R	Y	PROPN	Abbr=Yes
Gu	Y	NOUN	Abbr=Yes
GULAG	Y	PROPN	Abbr=Yes
G.V-S	Y	PROPN	Abbr=Yes
H	Y	PROPN	Abbr=Yes
H.	Y	PROPN	Abbr=Yes
h	Y	NOUN	Abbr=Yes
ha	Y	NOUN	Abbr=Yes
HAQ	Y	PROPN	Abbr=Yes
HC	Y	PROPN	Abbr=Yes
HCl	Y	SYM	Abbr=Yes
HCS	Y	PROPN	Abbr=Yes
HCS12	Y	PROPN	Abbr=Yes
HDL	Y	PROPN	Abbr=Yes
HE	Y	PROPN	Abbr=Yes
Hg	Y	SYM	Abbr=Yes
HIM	Y	PROPN	Abbr=Yes
HIS	Y	PROPN	Abbr=Yes
HK	Y	PROPN	Abbr=Yes
H-P	Y	PROPN	Abbr=Yes
Hr	Y	NOUN	Abbr=Yes
hr	Y	NOUN	Abbr=Yes
HRQL	Y	PROPN	Abbr=Yes
HRW	Y	PROPN	Abbr=Yes
HS	Y	PROPN	Abbr=Yes
HST	Y	PROPN	Abbr=Yes
HTB	Y	PROPN	Abbr=Yes
http		SYM	Abbr=Yes
i	Y	SYM	Abbr=Yes
i.a		X	Foreign=Yes Abbr=Yes
i.a.1		X	Foreign=Yes Abbr=Yes
i.a.a		X	Foreign=Yes Abbr=Yes
ibid		X	Foreign=Yes Abbr=Yes
IB	Y	PROPN	Abbr=Yes
IBM	Y	PROPN	Abbr=Yes
ICF	Y	PROPN	Abbr=Yes
ICL	Y	PROPN	Abbr=Yes
ICMEM	Y	PROPN	Abbr=Yes
ICP	Y	PROPN	Abbr=Yes
ID	Y	PROPN	Abbr=Yes
IE	Y	PROPN	Abbr=Yes
IEEE	Y	PROPN	Abbr=Yes
IG	Y	PROPN	Abbr=Yes
Ig	Y	SYM	Abbr=Yes
IgA	Y	SYM	Abbr=Yes
IgE	Y	SYM	Abbr=Yes
IgG	Y	SYM	Abbr=Yes
IJA	Y	PROPN	Abbr=Yes
IKT	Y	PROPN	Abbr=Yes
IL	Y	PROPN	Abbr=Yes
ILO	Y	PROPN	Abbr=Yes
IME	Y	PROPN	Abbr=Yes
IMF	Y	PROPN	Abbr=Yes
IMG	Y	PROPN	Abbr=Yes
IMS	Y	PROPN	Abbr=Yes
IMSI	Y	PROPN	Abbr=Yes
ingl		ADJ	Abbr=Yes
IPCC	Y	PROPN	Abbr=Yes
IP-VPN	Y	PROPN	Abbr=Yes
IQ	Y	PROPN	Abbr=Yes
IQEU	Y	PROPN	Abbr=Yes
IQUE	Y	PROPN	Abbr=Yes
IR	Y	PROPN	Abbr=Yes
IRAM	Y	PROPN	Abbr=Yes
IRIS	Y	PROPN	Abbr=Yes
ISO	Y	PROPN	Abbr=Yes
ISSN	Y	PROPN	Abbr=Yes
IT	Y	PROPN	Abbr=Yes
ITCOLE	Y	PROPN	Abbr=Yes
IU	Y	PROPN	Abbr=Yes
IUGG	Y	PROPN	Abbr=Yes
IU/ml	Y	PROPN	Abbr=Yes
I/v	Y	SYM	Abbr=Yes
J	Y	PROPN	Abbr=Yes
J.	Y	PROPN	Abbr=Yes
jaan	Y	NOUN	Abbr=Yes
J.J	Y	PROPN	Abbr=Yes
jm	Y	ADV	Abbr=Yes
JMB		PROPN	Abbr=Yes
jms	Y	ADV	Abbr=Yes
jn	Y	ADV	Abbr=Yes
JNC	Y	PROPN	Abbr=Yes
jne	Y	ADV	Abbr=Yes
jpt	Y	ADV	Abbr=Yes
Jr		PROPN	Abbr=Yes
jt	Y	ADV	Abbr=Yes
K		SYM	Abbr=Yes
K.		PROPN	Abbr=Yes
k	Y	ADV	Abbr=Yes
k.a	Y	ADV	Abbr=Yes
kb/s	Y	ADV	Abbr=Yes
KDJ		PROPN	Abbr=Yes
kg	Y	NOUN	Abbr=Yes
KGB	Y	PROPN	Abbr=Yes
K.-H.	Y	PROPN	Abbr=Yes
KJ	Y	PROPN	Abbr=Yes
KK	Y	PROPN	Abbr=Yes
kk	Y	PROPN	Abbr=Yes
kl	Y	NOUN	Abbr=Yes
km	Y	NOUN	Abbr=Yes
km2	Y	NOUN	Abbr=Yes
km3	Y	NOUN	Abbr=Yes
km/h	Y	ADV	Abbr=Yes
KMI	Y	NOUN	Abbr=Yes
km/s	Y	ADV	Abbr=Yes
ko	Y	NOUN	Abbr=Yes
KOV	Y	NOUN	Abbr=Yes
KP	Y	PROPN	Abbr=Yes
KPIs		PROPN	Abbr=Yes
Kr	Y	PROPN	Abbr=Yes
kr	Y	NOUN	Abbr=Yes
kr/g	Y	ADV	Abbr=Yes
kr/kg	Y	ADV	Abbr=Yes
KT	Y	PROPN	Abbr=Yes
kt	Y	NOUN	Abbr=Yes
KUSA	Y	PROPN	Abbr=Yes
KVR	Y	PROPN	Abbr=Yes
L.	Y	PROPN	Abbr=Yes
L28	Y	SYM	Abbr=Yes
La	Y	PROPN	Abbr=Yes
la	Y	PROPN	Abbr=Yes
LD	Y	PROPN	Abbr=Yes
LDL	Y	PROPN	Abbr=Yes
Le	Y	PROPN	Abbr=Yes
lg	Y	NOUN	Abbr=Yes
Li	Y	PROPN	Abbr=Yes
lk	Y	NOUN	Abbr=Yes
LOM	Y	PROPN	Abbr=Yes
lp		ADJ	Abbr=Yes
LRE	Y	PROPN	Abbr=Yes
LSG	Y	PROPN	Abbr=Yes
LTV	Y	PROPN	Abbr=Yes
M.	Y	PROPN	Abbr=Yes
m	Y	NOUN	Abbr=Yes
M1	Y	SYM	Abbr=Yes
m2	Y	NOUN	Abbr=Yes
m²	Y	NOUN	Abbr=Yes
M3	Y	SYM	Abbr=Yes
M4	Y	SYM	Abbr=Yes
M=5	Y	SYM	Abbr=Yes
M83	Y	SYM	Abbr=Yes
Ma	Y	NOUN	Abbr=Yes
m.a.j	Y	ADV	Abbr=Yes
MAZ	Y	PROPN	Abbr=Yes
MB	Y	PROPN	Abbr=Yes
MBP	Y	PROPN	Abbr=Yes
MBU	Y	PROPN	Abbr=Yes
MC	Y	PROPN	Abbr=Yes
MCA	Y	PROPN	Abbr=Yes
MDP	Y	PROPN	Abbr=Yes
MDT	Y	PROPN	Abbr=Yes
ME	Y	PROPN	Abbr=Yes
MERCK	Y	PROPN	Abbr=Yes
mg S		NOUN	Abbr=Yes
mg/g	Y	ADV	Abbr=Yes
mg/kg	Y	ADV	Abbr=Yes
MH	Y	PROPN	Abbr=Yes
MHz	Y	NOUN	Abbr=Yes
